X,Y,ELEV,
463559.737422852,6833876.25545754,2393.00000
463567.365908689,6833873.356411,2393.00000
463571.268608668,6833864.46980515,2393.00000
463576.614924356,6833840.69565673,2393.00000
463592.851701868,6833806.16761269,2393.00000
463597.588327952,6833743.16378145,2393.00000
463616.378304253,6833708.90971869,2393.00000
463645.954964195,6833696.73359843,2393.00000
463663.159571139,6833698.61335756,2393.00000
463686.414807381,6833692.17456621,2393.00000
463699.821866069,6833682.75364596,2393.00000
463713.586648349,6833684.15738742,2393.00000
463728.190862333,6833672.12830208,2393.00000
463747.383736561,6833676.57213389,2393.00000
463796.884686389,6833714.24141804,2342.00000
463820.069321228,6833724.31418562,2342.00000
463846.08190894,6833723.52911399,2342.00000
463914.72766564,6833739.4876463,2342.00000
463976.749722367,6833713.04989591,2342.00000
464104.106669564,6833683.33738525,2289.00000
464145.880039319,6833686.77994785,2289.00000
464193.356183465,6833677.89839437,2289.00000
464223.295463147,6833694.35400015,2275.00000
464251.737717723,6833685.03563229,2275.00000
464293.610819712,6833698.13756448,2275.00000
464318.808346775,6833730.77417034,2275.00000
464379.923342005,6833735.30075728,2275.00000
464396.39815691,6833726.10712821,2275.00000
464449.39566314,6833716.52600263,2245.00000
464519.75918456,6833695.17009324,2245.00000
464602.186824018,6833653.03782409,2245.00000
464657.535648241,6833633.76605797,2210.00000
464712.805923683,6833606.75351457,2210.00000
464795.652624,6833605.27241792,2210.00000
464853.457261036,6833615.64524923,2210.00000
464896.558848496,6833599.07548868,2213.00000
464971.441892814,6833598.96075498,2213.00000
464985.968607963,6833609.14034563,2213.00000
465018.450239285,6833604.28801072,2213.00000
465048.641337548,6833625.53848118,2213.00000
465082.025632217,6833618.75034058,2213.00000
465110.901911202,6833621.67782176,2169.00000
465129.826648913,6833611.81682715,2169.00000
465147.217186451,6833631.63787957,2169.00000
465184.29297646,6833626.10571833,2169.00000
465234.323838016,6833626.88247997,2169.00000
465252.59394409,6833612.51696357,2169.00000
465269.411431735,6833606.54361772,2169.00000
465296.309623516,6833626.25860214,2169.00000
465321.979637155,6833615.03857828,2043.00000
465370.366875833,6833635.84167683,2043.00000
465385.697939111,6833634.39560588,2043.00000
465440.037400473,6833605.46571887,2043.00000
465542.226939216,6833605.0900236,1992.00000
465591.085137518,6833611.05272884,1992.00000
465622.228800743,6833595.26859469,1992.00000
465649.214242042,6833593.06149229,1992.00000
465651.821679612,6833577.56178237,1992.00000
