X,Y,ELEV,
465663.05937383,6833565.84185281,1992.00000
465691.839420998,6833559.10544628,1992.00000
465725.187038668,6833517.4884776,1992.00000
465744.402422134,6833474.7309599,1946.00000
465782.269282458,6833424.69227865,1923.00000
465825.486045193,6833387.50140983,1923.00000
465876.816173623,6833364.42348927,1923.00000
465934.728038399,6833323.85810344,1923.00000
465946.556907969,6833309.54876302,1923.00000
465971.281421745,6833308.44711725,1923.00000
465998.174047889,6833296.57400031,1898.00000
466061.840228497,6833279.18140337,1898.00000
466107.404970517,6833261.96768896,1898.00000
466125.046594871,6833245.66350689,1898.00000
466195.179088812,6833230.14832665,1898.00000
466240.010275862,6833200.67822149,1868.00000
466243.58716797,6833189.68129695,1868.00000
466275.175956871,6833155.8294199,1868.00000
466316.915249233,6833146.17550797,1868.00000
466349.321295927,6833132.9591019,1868.00000
466361.731210211,6833102.41431369,1868.00000
466377.973940632,6833081.07858562,1868.00000
466408.855114664,6833068.52373357,1868.00000
466427.403778648,6833050.93118453,1822.00000
466448.650539743,6833057.82089394,1822.00000
466532.239033546,6833036.36669851,1822.00000
466548.533994066,6833039.4282564,1822.00000
466608.534863657,6833022.72749385,1822.00000
466735.063251144,6833029.89438792,1771.00000
466909.736368795,6833010.69204939,1611.00000
466929.001019438,6833003.90131794,1611.00000
466939.400643574,6833006.44191581,1611.00000
466947.512851695,6833000.4265287,1611.00000
466974.084187732,6833001.48674363,1611.00000
466985.043052616,6832997.09295395,1611.00000
466999.012844472,6832978.78978514,1611.00000
467012.322347384,6832974.03940727,1611.00000
467056.971989232,6832975.59595668,1611.00000
467064.224223233,6832961.65726938,1611.00000
467076.694787252,6832950.64324345,1611.00000
467087.820209341,6832947.56273265,1520.00000
467109.427460274,6832922.25804135,1520.00000
467154.950112504,6832916.87837826,1520.00000
467161.803320003,6832910.54127764,1520.00000
467164.220663672,6832883.75965973,1520.00000
467173.305470096,6832880.70997931,1520.00000
467184.167548383,6832866.06882029,1520.00000
467186.388580522,6832851.5209632,1520.00000
467209.698111245,6832840.07021298,1520.00000
467225.079838541,6832837.94119669,1520.00000
467232.514909292,6832843.16218087,1520.00000
467240.661428886,6832840.11044615,1520.00000
467240.417821149,6832831.2006468,1520.00000
467247.606017165,6832827.16655097,1520.00000
467247.842620503,6832818.57525946,1520.00000
467259.330889952,6832803.93954361,1520.00000
467270.847055409,6832808.45349875,1520.00000
467282.412651101,6832801.40356147,1520.00000
467298.129326148,6832801.58884726,1520.00000
467329.27451722,6832787.75868866,1445.00000
467342.468866575,6832786.96543672,1445.00000
467357.576422943,6832772.63002219,1445.00000
467388.984065409,6832769.6929763,1445.00000
467408.626171798,6832752.66360527,1445.00000
467442.378564784,6832748.71344105,1445.00000
467477.372343935,6832726.25930008,1445.00000
467487.560456567,6832723.18892176,1445.00000
467511.492849353,6832727.58676788,1445.00000
467511.492849353,6832727.58676788,1445.00000
467521.456652047,6832717.57830226,1378.00000
467537.172254647,6832710.84667285,1378.00000
467547.443327398,6832706.43887739,1378.00000
467551.328723725,6832697.86901999,1378.00000
467554.061048319,6832691.84995246,1378.00000
467563.825653109,6832689.39648851,1378.00000
467579.932383704,6832685.3350113,1378.00000
467607.284362836,6832685.73552816,1378.00000
467640.591696257,6832667.58783462,1378.00000
467672.365874402,6832670.26456602,1378.00000
467701.526343294,6832684.30668168,1378.00000
467702.563394464,6832698.24440809,1378.00000
467748.407669411,6832749.59508688,1278.00000
467766.766702541,6832798.23961467,1278.00000
467766.766702541,6832798.23961467,1278.00000
467809.052902295,6832871.94909752,1278.00000
467833.810090571,6832900.72718515,1278.00000
467852.490405453,6832900.96535536,1278.00000
467878.714992989,6832908.59729544,1278.00000
467898.110488605,6832896.80887393,1278.00000
467875.772161906,6832860.13176018,1278.00000
467880.657587414,6832850.13817897,1278.00000
467898.711670096,6832837.73840059,1278.00000
467908.268338674,6832828.33641151,1278.00000
467934.768209731,6832821.03847295,1278.00000
467934.579590259,6832800.73180179,1278.00000
467985.596424587,6832751.76541267,1178.00000
467993.496663744,6832752.93985025,1178.00000
467999.414728018,6832764.49297984,1178.00000
468011.058650318,6832766.86930863,1178.00000
468025.316009591,6832737.71724666,1178.00000
468050.36013257,6832707.65217498,1178.00000
468046.849465481,6832686.95293069,1178.00000
468060.621183055,6832649.94060652,1178.00000
468075.086505992,6832643.17844919,1178.00000
468101.349320722,6832655.36804362,1178.00000
468116.892004136,6832675.12069103,1178.00000
468123.307441808,6832695.7820388,1178.00000
468143.483352531,6832722.95589355,1178.00000
468163.36453834,6832718.20505051,1178.00000
468179.452474085,6832706.87206439,1178.00000
468206.849613123,6832707.03182961,1109.00000
468231.960045816,6832707.60275732,1109.00000
468253.078860514,6832679.4357003,1109.00000
468272.111207073,6832640.5488996,1109.00000
468276.356149074,6832612.62623112,1109.00000
468279.141266842,6832594.31974406,1109.00000
468287.213154809,6832580.09766876,1109.00000
468285.559222795,6832562.24415022,1109.00000
468292.202567649,6832537.95342652,1109.00000
468289.234425619,6832511.52296523,1103.00000
468308.891061264,6832509.88312656,1103.00000
