X,Y,ID,ELEV
462092.847826531,6829581.37823769,237,2000.000
470287.76056548,6833475.83737507,379,1700.000
470509.851853393,6833619.1720586,379,1700.000
469985.090427265,6837858.86775587,145,950.000
469994.382909992,6837394.61569849,145,950.000
469922.187705067,6836931.07410564,145,950.000
470094.939847646,6836709.08998152,145,950.000
470264.530733914,6836928.10372903,145,950.000
470318.052762249,6836993.95244448,145,950.000
470453.838573648,6837390.64592153,145,950.000
470517.585272842,6837854.27031556,145,950.000
469493.192835776,6837863.18781616,248,1250.000
469441.490402923,6837671.18438553,248,1250.000
469313.024333651,6837400.61554124,248,1250.000
469234.136275809,6836937.14691111,248,1250.000
469213.938735196,6836892.81762045,248,1250.000
469092.74353426,6836474.23994427,248,1250.000
468986.928535122,6836185.70671725,248,1250.000
468929.385690649,6836011.53648943,248,1250.000
468760.659323778,6835570.37861287,248,1250.000
468751.842884867,6835548.96905671,248,1250.000
468551.609027445,6835086.61731063,248,1250.000
468534.586687306,6834985.2349848,248,1250.000
468463.137904795,6834623.25333827,248,1250.000
468438.72256695,6834159.30512258,248,1250.000
468302.918080434,6833799.03186689,248,1250.000
468271.741703179,6833696.6650898,248,1250.000
468077.561537379,6833311.64623963,248,1250.000
468029.046717776,6833234.73338063,248,1250.000
467913.508568971,6832771.63404201,248,1250.000
467849.330460373,6832522.29272839,248,1250.000
467768.198216134,6832308.81628498,248,1250.000
467624.539100823,6832110.56661764,248,1250.000
467401.53328707,6831893.59388196,248,1250.000
467362.339737822,6831848.45705713,248,1250.000
467177.269579451,6831547.21003833,248,1250.000
467071.500094341,6831387.04604453,248,1250.000
466951.862178063,6831085.93720007,248,1250.000
466831.912837076,6830925.1663885,248,1250.000
466949.951248472,6830886.19500844,248,1250.000
467170.179407365,6830801.12346896,248,1250.000
467370.957399618,6830455.86208185,248,1250.000
467387.389384134,6830395.16294143,248,1250.000
467511.122657187,6829990.37090608,248,1250.000
468398.345496054,6829982.14375061,248,1250.000
468336.123949014,6830446.88233566,248,1250.000
468351.745371941,6830910.90851768,248,1250.000
468491.933045247,6831373.79644554,248,1250.000
468501.911211343,6831402.71603145,248,1250.000
464326.462235307,6833689.50642398,149,2250.000
468623.200794448,6831836.77094424,248,1250.000
464105.343695403,6833664.78345181,149,2250.000
468728.859887964,6832059.4578724,248,1250.000
463883.526510888,6833573.63526762,149,2250.000
468859.535549081,6832298.80112147,248,1250.000
463661.722221014,6833484.85130365,149,2250.000
468953.593377096,6832479.20121515,248,1250.000
463440.417369912,6833444.32015315,149,2250.000
469106.534709385,6832760.75157616,248,1250.000
463343.111043587,6833745.49856618,149,2250.000
469178.315159682,6832903.66749938,248,1250.000
463447.623458078,6834124.57529858,149,2250.000
469330.65293534,6833222.92246181,248,1250.000
463668.590552075,6834137.16160992,149,2250.000
469403.710794391,6833410.29202844,248,1250.000
463881.630042662,6834203.99925258,149,2250.000
469509.952072045,6833685.5031916,248,1250.000
463890.186447487,6834210.01731415,149,2250.000
469630.378562007,6834068.83153124,248,1250.000
463914.656401214,6834203.6536891,149,2250.000
469658.998850547,6834148.35886872,248,1250.000
464110.105651622,6834122.60598685,149,2250.000
469785.621726838,6834611.41714228,248,1250.000
464327.968464868,6833835.21603896,149,2250.000
469857.947992615,6834840.20156119,248,1250.000
464510.963412543,6833733.29092187,149,2250.000
469963.273056926,6835074.03522101,248,1250.000
464326.462235307,6833689.50642398,149,2250.000
470082.594972077,6835286.0351621,248,1250.000
463884.471478049,6833663.93252746,150,2300.000
470304.543782163,6835425.15798141,248,1250.000
463662.669274224,6833574.79852064,150,2300.000
470525.427592641,6835441.78374678,248,1250.000
463442.265676589,6833618.80414458,150,2300.000
463401.532803101,6833744.87848732,150,2300.000
463445.282172585,6833903.5621038,150,2300.000
463667.136081685,6833999.02828691,150,2300.000
463887.507052918,6833953.99518179,150,2300.000
464060.266210268,6833737.95525571,150,2300.000
463884.471478049,6833663.93252746,150,2300.000
463497.836477623,6833743.85849528,151,2350.000
463665.681628551,6833860.89498878,151,2350.000
463850.624552172,6833740.14492894,151,2350.000
463663.616334751,6833664.74574817,151,2350.000
463497.836477623,6833743.85849528,151,2350.000
469591.023155917,6829596.53911174,387,1750.000
469721.515026535,6829970.29729298,387,1750.000
469595.520813651,6830107.73226538,387,1750.000
469377.272142455,6830427.5515296,387,1750.000
469373.389423941,6830437.53239102,387,1750.000
469232.417179426,6830902.95275564,387,1750.000
469164.598529326,6831367.31168468,387,1750.000
469164.548860383,6831367.72619453,387,1750.000
469164.603451117,6831367.8629945,387,1750.000
469389.537861534,6831811.43196081,387,1750.000
469406.155634524,6831829.74594646,387,1750.000
469613.349189484,6832133.84564004,387,1750.000
469742.198985568,6832290.95328763,387,1750.000
469838.514739797,6832616.01586422,387,1750.000
469872.975813784,6832753.97784041,387,1750.000
470062.827410666,6833006.9739939,387,1750.000
470208.207890418,6833215.23647667,387,1750.000
470286.437475434,6833322.15074077,387,1750.000
470508.555748574,6833467.49431191,387,1750.000
470508.590691603,6830427.65656111,324,1950.000
461450.257261344,6833243.62650542,159,2100.000
461228.524961591,6833169.03774884,159,2100.000
461008.286291134,6833227.54513022,159,2100.000
460898.751312085,6833308.14476589,159,2100.000
460904.009366522,6833772.26952066,159,2100.000
461014.982002204,6833820.24573936,159,2100.000
461238.066385907,6834018.44626778,159,2100.000
461456.47831463,6833800.62157307,159,2100.000
461496.772099931,6833765.60491537,159,2100.000
461623.457736027,6833300.01084442,159,2100.000
461450.257261344,6833243.62650542,159,2100.000
461229.430058059,6833249.61499069,160,2150.000
461009.131949242,6833302.40395414,160,2150.000
461002.931855497,6833306.96610355,160,2150.000
461009.524630596,6833337.16448877,160,2150.000
461232.347567504,6833509.34584596,160,2150.000
461357.322468215,6833302.98019737,160,2150.000
461229.430058059,6833249.61499069,160,2150.000
463448.423986409,6833280.20203529,161,2200.000
463438.568250819,6833269.75689053,161,2200.000
463418.601443097,6833280.51798304,161,2200.000
463284.689291512,6833746.11963412,161,2200.000
463227.20559737,6834163.70709304,161,2200.000
463214.720130288,6834211.04495949,161,2200.000
463010.365949877,6834536.13810705,161,2200.000
462944.688208535,6834678.1154296,161,2200.000
463012.678236947,6834751.79648548,161,2200.000
463234.373346407,6834836.23899232,161,2200.000
463455.204217818,6834840.15721935,161,2200.000
463646.608097382,6834670.64717557,161,2200.000
463673.390426787,6834593.00175228,161,2200.000
463893.382132724,6834515.3649232,161,2200.000
464113.49401798,6834448.35847137,161,2200.000
464222.659992457,6834200.4461897,161,2200.000
464330.036508057,6834035.27144734,161,2200.000
464549.485731925,6833899.99894278,161,2200.000
464769.016104064,6833771.01003636,161,2200.000
464989.839115436,6833767.83933209,161,2200.000
465054.685743911,6833727.74220491,161,2200.000
464989.06337864,6833691.37574111,161,2200.000
464768.381612183,6833708.86091719,161,2200.000
464546.900537698,6833648.35476778,161,2200.000
464325.51779828,6833598.14257141,161,2200.000
464104.374331899,6833571.58503092,161,2200.000
463882.581551058,6833483.3380184,161,2200.000
463660.775175122,6833394.90409722,161,2200.000
463448.423986409,6833280.20203529,161,2200.000
462554.708466233,6833242.17384319,162,2200.000
462534.190271192,6833290.00480924,162,2200.000
462555.378641668,6833303.94834315,162,2200.000
462581.996236326,6833289.48621379,162,2200.000
462554.708466233,6833242.17384319,162,2200.000
462825.417010254,6837860.4131343,257,1300.000
469393.491256979,6837864.07199907,257,1300.000
462329.015227803,6832802.2689434,167,2200.000
469219.322974208,6837495.63105126,257,1300.000
462319.163886123,6832828.16429897,167,2200.000
469169.459786642,6837401.89691241,257,1300.000
462329.885518283,6832882.02183711,167,2200.000
469104.021816925,6836938.31075726,257,1300.000
462356.908243726,6832827.75251586,167,2200.000
469003.768321716,6836475.03878889,257,1300.000
462329.015227803,6832802.2689434,167,2200.000
468989.173146746,6836435.24127961,257,1300.000
468849.426207947,6836012.25794755,257,1300.000
468762.605831676,6835785.25533079,257,1300.000
468665.624991525,6835549.75136533,257,1300.000
468537.082351915,6835258.81348684,257,1300.000
468461.930383486,6835087.43613089,257,1300.000
468326.855749575,6834624.50187645,257,1300.000
468356.9422714,6834160.05414887,257,1300.000
468304.967706556,6834022.17237247,257,1300.000
468206.016573411,6833697.26998971,257,1300.000
468078.795079809,6833445.01742739,257,1300.000
467946.634018542,6833235.49772701,257,1300.000
467852.892697467,6832904.81838786,257,1300.000
467803.060728338,6832772.66237103,257,1300.000
467626.768706346,6832348.36531714,257,1300.000
467594.849574224,6832310.43884926,257,1300.000
467403.680989101,6832121.1087389,257,1300.000
467180.292747014,6831865.3184109,257,1300.000
467170.542181593,6831850.27504922,257,1300.000
466955.863731656,6831504.19341203,257,1300.000
466878.790229116,6831388.88862094,257,1300.000
466731.392744721,6831143.5300539,257,1300.000
466508.424407736,6830942.64326487,257,1300.000
466487.565189879,6830928.48970532,257,1300.000
466508.206759452,6830920.1934939,257,1300.000
466728.414991078,6830834.34466075,257,1300.000
466948.744657853,6830760.07294662,257,1300.000
467168.668954866,6830642.17506913,257,1300.000
467276.494174866,6830456.75543801,257,1300.000
467384.21500624,6830058.83741433,257,1300.000
467404.83722542,6829991.371763,257,1300.000
468591.29878439,6829980.38466676,257,1300.000
468492.598057339,6830381.42862864,257,1300.000
468481.5478981,6830445.55270964,257,1300.000
468477.321911209,6830909.76036628,257,1300.000
468498.041188596,6830978.33718103,257,1300.000
469814.153713232,6829827.2422808,395,1800.000
468570.798461866,6831373.07791847,257,1300.000
469897.757197432,6829968.75761824,395,1800.000
468720.968679434,6831835.88403004,257,1300.000
469816.109236424,6830051.12872986,395,1800.000
468726.949382334,6831848.48903179,257,1300.000
469596.948682863,6830270.01587781,395,1800.000
468951.7046498,6832269.16057409,257,1300.000
469483.371579032,6830436.55926889,395,1800.000
468969.559560002,6832297.81057765,257,1300.000
469379.071221731,6830630.54289742,395,1800.000
469176.365114422,6832685.26135981,257,1300.000
469296.665742262,6830902.38113828,395,1800.000
469211.548536777,6832759.81341268,257,1300.000
469229.936450736,6831367.14306809,395,1800.000
469401.456379927,6833155.98416922,257,1300.000
469388.369126098,6831679.57630991,395,1800.000
469438.855263548,6833221.96272156,257,1300.000
469523.685284316,6831828.70674581,395,1800.000
469620.370560831,6833684.52939692,257,1300.000
469611.802084148,6831958.03796558,395,1800.000
469627.187152282,6833706.22732829,257,1300.000
469834.806120469,6832191.50729242,395,1800.000
